01-12-2023,115
05-12-2023,107
12-12-2023,101
19-12-2023,96
26-12-2023,90
02-01-2024,85
09-01-2024,79
16-01-2024,73
23-01-2024,66
30-01-2024,60
06-02-2024,54

