data,1a,1b,1c,1e
23-08-2024,33539.4,33539,4,22434,2,4106.0
21-08-2024,33539.4,33539,4,22434,2,4106.0
08-10-2024,33546.3,33539.4,21434.2,4106.2
15-10-2024,,,,
